Plant Code,Generator ID,Number of Turbines,Predominant Turbine Manufacturer,Predominant Turbine Model Number,Design Wind Speed (mph),Wind Quality Class,Turbine Hub Height (Feet),time
61564,1,121,GE,2.5-116,17.7,2,295.0,2020
61565,1,69,GE,2.5-127,17.2,2,286.0,2020
61582,VYGR2,36,Vestas,V117-3.45,22.0,1,275.0,2020
61583,VYGR3,12,Vestas,V117-3.45,22.0,1,275.0,2020
61584,VYGR4,6,Vestas,V117-3.45,22.0,1,275.0,2020
61589,MT-1,1,Renewtech,WT100,19.0,2,120.0,2020
61589,UT-1,1,Goldwind,GW 121/2500,23.5,2,426.0,2020
61609,1,43,GE,2.5-100,18.0,3,265.0,2020
61638,TC1,50,Vestas,V136-3.45,17.0,3,269.0,2020
61644,AUG,1,GE,1.79-100,17.4,3,263.0,2020
61660,WTG1,1,Goldwind,GW 87/1500,13.0,1,262.0,2020
61660,WTG2,1,Goldwind,GW 87/1500,13.0,1,262.0,2020
61660,WTG3,1,Goldwind,GW 87/1500,13.0,1,262.0,2020
61668,CR2-1,1,GE,2.3-107,18.7,2,264.0,2020
61668,CR2-2,1,GE,2.3-107,18.7,2,264.0,2020
61668,CR2-3,1,GE,2.3-107,18.7,2,264.0,2020
61673,WT,36,Vestas,V110-2.0,19.0,2,312.0,2020
61674,WT,65,GE,2.3-116,19.0,2,200.0,2020
61677,T-1,1,GE,2.3-116,18.6,2,295.0,2020
61677,T-2,1,GE,2.3-116,18.6,2,295.0,2020
61677,T-3,1,GE,2.3-116,18.6,2,295.0,2020
61734,1,1,VENSYS,VENSYS82,15.6,3,272.0,2020
61735,WT1,74,GE,2.5-100,25.0,2,380.0,2020
61745,ACSD,9,GE,2.3-116,17.0,3,262.5,2020
61746,BCSD,9,GE,2.3-116,17.9,3,262.5,2020
61747,1,75,Vestas,V120-2.0,19.0,2,262.0,2020
61756,MWLVI,61,Vestas,V136-3.45,17.0,2,105.0,2020
61773,PW,46,Acciona,AW125/3000,16.3,2,280.0,2020
61775,OT196,1,VENSYS,VENSYS82,12.0,3,85.0,2020
61776,MIDWY,47,Gamesa,G132-5.0,17.1,2,275.6,2020
61782,WTGS,76,Siemens,SWT-2.625-120,18.6,2,262.0,2020
61784,UWE,81,GE,2.3-116,12.4,2,295.3,2020
61787,BHIII,53,GE,2.3-116,27.0,2,295.3,2020
61788,WT,1,DeWind,D8.2,12.0,2,262.0,2020
61789,DV,95,Acciona,AW125/3000,25.0,2,410.0,2020
61836,MIV,52,GE,2.3-116,18.6,2,90.0,2020
61848,WT1,10,Fuhrlander,FL 1000,15.0,3,229.0,2020
61858,WT,31,Siemens,SWT-2.3-108,24.6,2,80.0,2020
61865,1,66,Vestas,V136-3.45,15.2,2,105.0,2020
61866,1,29,Vestas,V136-3.45,19.4,1,344.5,2020
61876,PCWF1,80,GE,2.5-120,18.0,2,90.0,2020
61889,WSN1,71,GE,2.75-103,16.0,2,90.0,2020
61911,WT1,35,Siemens,SWT-2.625-120,16.8,3,262.4,2020
61916,PWEC,19,GE,2.5-116,15.3,2,470.0,2020
61916,PWEC2,33,GE,2.5-116,15.3,2,470.0,2020
61921,TAH,120,GE,2.5-120,18.5,2,292.0,2020
61925,CMNM,21,GE,2.5-100,19.0,2,265.0,2020
61926,ARM,126,GE,2.3-116,18.6,2,90.0,2020
61957,PW,88,Siemens,SWT-2.3-101,19.0,2,262.0,2020
61969,TWE,121,GE,2.5-120,13.2,1,308.0,2020
61970,BSII,85,GE,2.5-120,14.0,3,90.0,2020
61984,WTGS,105,Siemens,SWT-2.625-120,19.7,2,279.0,2020
61990,WIND,1,Northern Power,NPS 100C-24,12.0,3,120.0,2020
62035,GEW,82,GE,2.5-127,18.6,2,292.0,2020
62038,STRAE,120,GE,2.5-127,12.0,3,89.0,2020
62079,1,81,GE,2.5-100,17.0,2,295.3,2020
62080,1,53,GE,2.5-100,17.0,2,295.0,2020
62081,1,82,GE,2.5-100,17.0,2,295.0,2020
62103,1,56,GE,2.82-127,17.7,2,87.0,2020
62106,GHILL,1,VENSYS,VENSYS120,12.3,3,295.3,2020
62107,PLAI2,1,VENSYS,VENSYS120,12.8,3,295.3,2020
62108,PLAI3,1,VENSYS,VENSYS120,12.0,3,295.3,2020
62109,PLAI1,1,VENSYS,VENSYS120,12.4,3,295.3,2020
62110,SHUN1,1,VENSYS,VENSYS120,12.0,3,295.3,2020
62111,SHUN2,1,VENSYS,VENSYS120,12.7,3,295.3,2020
62112,SHUN3,1,VENSYS,VENSYS120,12.8,3,295.3,2020
62130,ROS,1,GE,1.79-100,17.0,3,263.0,2020
62132,1,17,Vestas,V110-2.0,16.8,3,312.0,2020
62132,WT1,125,Vestas,V110-2.0,16.8,3,312.0,2020
62133,1,140,Vestas,V110-2.0,16.8,3,312.0,2020
62133,GT1,100,Vestas,V110-2.0,16.8,3,312.0,2020
62142,AM-TX,96,GE,2.82-127,15.0,3,292.0,2020
62161,GWT,6,Vestas,V82-1.65,14.3,4,262.0,2020
62172,BIR,1,GE,1.79-100,17.4,3,263.0,2020
62220,WTGS,72,GE,2.72-116,19.9,2,295.0,2020
62227,WTGS,12,GE,2.5-120,18.8,2,292.0,2020
62247,PWPSD,57,GE,3.8-137,20.0,1,365.8,2020
62258,MES,56,Vestas,V136-3.45,15.0,2,367.0,2020
62259,RAN,120,GE,2.5-120,18.3,2,291.9,2020
62269,STNRY,39,Siemens,SWT-2.625-120,20.1,3,279.2,2020
62290,1,68,GE,2.5-127,13.2,4,292.0,2020
62291,PCWF,18,GE,2.5-120,16.0,3,295.3,2020
62333,T-1,1,GE,2.5-120,19.1,2,292.0,2020
62356,LOC,75,GE,2.5-127,18.0,2,89.0,2020
62364,WT1,74,Vestas,V136-3.6,19.1,2,269.0,2020
62380,ELLLC,123,GE,1.7-103,22.0,2,315.0,2020
62417,WT1,48,Acciona,AW125/3000,15.0,2,89.0,2020
62431,1,38,GE,2.82-127,8.6,2,291.0,2020
62442,LRCH,1,GE,2.0-116,16.2,3,262.0,2020
62445,WT,27,Vestas,V120-2.2,17.0,3,263.0,2020
62478,NFRW1,69,Vestas,V120-2.0,17.7,2,393.7,2020
62482,GEN1,20,GE,2.82-127,17.2,3,290.4,2020
62488,WT,59,Gamesa,G132-5.0,13.0,3,115.0,2020
62494,SKC,95,GE,2.82-127,16.5,2,290.0,2020
62563,HPWF,175,Vestas,V120-2.2,6.9,2,301.0,2020
62566,BS3,82,GE,2.5-100,18.0,3,291.0,2020
62570,32651,1,GE,1.5 SLE,16.1,1,282.5,2020
62587,MESQ,120,Siemens Gamesa,G132-3.465,16.2,2,101.0,2020
62591,1,63,Vestas,V136-4.2,19.0,2,269.0,2020
62606,WTHWP,24,GE,2.82-127,13.0,2,416.0,2020
62618,WT,14,Vestas,V136-3.6,19.0,3,367.0,2020
62624,WTCWF,89,Siemens Gamesa,SG 2.7-129,13.0,2,423.0,2020
62630,WTGS1,57,GE,2.82-127,17.7,2,290.0,2020
62642,GE-P2,1,GE,2.5-100,15.0,2,262.0,2020
62642,GE-P3,1,GE,2.75-120,15.0,2,291.0,2020
62653,T1,1,Goldwind,GW 87/1500,13.0,3,262.0,2020
62653,T2,1,Goldwind,GW 87/1500,13.0,3,262.0,2020
62653,T3,1,Goldwind,GW 87/1500,13.0,3,262.0,2020
62711,PLUM,82,GE,2.82-127,8.2,2,291.0,2020
62736,250KW,1,Fuhrlander,FL 250,10.0,3,131.0,2020
62736,850KW,1,Gamesa,G58-850,10.0,3,180.0,2020
62745,WIND,126,GE,2.52-116,10.1,3,295.3,2020
62752,L1,1,Goldwind,GW 87/1500,14.0,3,262.0,2020
62752,L2,1,Goldwind,GW 87/1500,14.0,3,262.0,2020
62752,L3,1,Goldwind,GW 87/1500,14.0,3,262.0,2020
62765,CAMPO,67,Vestas,V150-4.2,16.8,3,344.0,2020
62782,PEMWT,1,Nordic,N1000-59,19.9,2,190.3,2020
62795,1,81,GE,2.5-127,18.2,3,292.0,2020
62840,MTBRZ,62,GE,2.82-127,16.6,1,285.0,2020
62871,BGSPS,60,GE,2.3-116,18.9,2,90.0,2020
62891,ROSEW,25,Vestas,V150-4.2,17.0,2,344.0,2020
62897,HHCW1,2,Goldwind,GW 109/2500,14.5,2,328.0,2020
62935,OCHW,16,GE,2.5-127,14.8,2,89.0,2020
62936,RAT,57,Siemens Gamesa,SG 2.7-129,16.2,2,292.0,2020
62938,39001,43,GE,2.5-116,19.1,2,295.0,2020
62939,41001,29,GE,2.82-127,19.1,3,290.0,2020
62944,TRIV,31,Vestas,V150-4.2,16.8,3,311.7,2020
62952,CRW01,229,Vestas,V120-2.2,19.7,2,262.0,2020
63025,V110,11,Vestas,V110-2.0,16.8,3,262.5,2020
63025,V120,100,Vestas,V120-2.0,16.8,3,301.2,2020
63030,CBRKS,87,Siemens,SWT-2.3-108,17.0,2,80.0,2020
63053,PAWF,125,Vestas,V110-2.0,16.8,3,311.7,2020
63053,PAWF2,45,Vestas,V110-2.0,16.8,3,311.7,2020
63100,WTG,100,Acciona,AW132/3000,15.7,2,269.0,2020
63101,WTG,48,Goldwind,GW155/4200,16.5,3,361.0,2020
63103,WTG,92,GE,2.7-116,20.1,2,295.0,2020
63104,WTG,88,GE,2.82-127,17.7,2,290.0,2020
63114,MCWF,126,GE,2.82-127,17.9,3,295.0,2020
63132,WEAVR,22,Vestas,V126-3.3,16.8,3,384.0,2020
63133,82059,44,GE,2.82-127,12.9,3,295.0,2020
63133,82060,28,GE,2.82-127,12.9,3,295.0,2020
63133,82061,10,GE,2.82-127,12.9,3,295.0,2020
63205,1,38,Vestas,V136-3.45,16.1,3,269.0,2020
63251,LTW,32,GE,2.5-127,17.4,3,292.0,2020
63269,CRW2,88,GE,2.3-116,19.2,2,295.0,2020
63287,CGWF,13,GE,2.72-116,17.0,2,295.0,2020
63327,46001,112,GE,2.3-116,15.3,3,290.0,2020
63389,JCW,156,GE,2.82-127,12.0,3,292.0,2020
63393,T-1,1,GE,2.5-120,18.7,2,292.0,2020
63431,32001,4,Suzlon,S88-2100,17.8,2,262.4,2020
63432,32002,4,Suzlon,S64-1250,16.8,2,244.4,2020
63433,32003,3,Suzlon,S64-1250,16.8,2,244.4,2020
63436,WTG,21,GE,2.5-127,20.0,2,292.0,2020
63460,RCWF,2,GE,2.5-116,16.2,3,262.0,2020
63521,MCW1,3,GE,2.82-127,19.0,2,292.0,2020
63578,SWF01,240,Vestas,V120-2.2,19.5,2,262.0,2020
63590,PONDE,100,GE,2.5-116,14.0,3,260.0,2020
63639,COWF,41,GE,2.82-127,17.6,3,292.0,2020
63641,DTWF,122,Vestas,V136-4.2,16.8,3,344.5,2020
63666,BIT,52,GE,2.82-127,14.7,3,291.9,2020
63687,CWP,60,GE,2.5-127,17.7,3,292.0,2020
63689,RLFW,2,GE,2.3-116,17.9,3,262.5,2020
63803,WBOPL,108,GE,2.85-100,19.5,4,292.0,2020
63914,82633,72,GE,2.82-127,12.0,2,291.0,2020
63915,82634,72,GE,2.82-127,19.0,2,292.0,2020
63916,82635,48,GE,2.82-127,12.0,2,291.0,2020
63988,GEN1,94,GE,2.82-127,17.2,2,292.0,2020
64051,OCHW2,4,GE,2.5-127,14.8,2,89.0,2020
64052,OCHW3,4,GE,2.5-127,14.8,2,89.0,2020
64053,OCHW4,4,GE,2.5-127,14.8,2,89.0,2020
64057,WND,40,GE,2.5-127,14.9,3,262.0,2020
64130,RJGW,1,GE,2.5-116,17.0,2,262.0,2020
64309,SCWKS,120,GE,2.5-103,17.2,2,295.3,2020
64332,CHL2,1,GE,1.7-100,14.5,3,262.0,2020
64377,SG275,36,Siemens Gamesa,SWT-2.415-108,18.1,2,285.4,2020
64377,V110,33,Vestas,V110-2.0,18.1,2,262.5,2020
